Type,Test Plan ID,Suite Path,Suite ID,Test Case ID,Title,Step Number,Step Action,Expected Result,Execution Status,Execution Outcome,Last Run Date,Last Run By,Assigned To,Created Date,Created By,Area Path,Iteration,Automated
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124561,,7,Complete required report fields for each template,Patient demographics auto-fill from DICOM metadata and physician can enter clinical findings in all template types,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124561,,8,Save each type of report,Reports have appropriate fields for respective documentation types and save functionality persists reports to study,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124561,,9,Verify reports are saved successfully and associated with study,Reports are associated with the study and accessible later,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,Verify Technician DICOM Viewer - Existing Report Access and Viewing Functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:54:05.673Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,1,Preconditions: - Studies with pre-existing saved reports- Report viewing functionality available,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,3,Open a study that has an existing report,Study with existing report opens,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,4,Navigate to Report section,Reports section is accessible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,5,Verify existing report is accessible,Studies with existing reports show report indicator,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,6,Open and review the report content,Physician can open and view previously created reports,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,7,Verify all report data displays correctly,Report content is read-only if already finalized and reports maintain formatting and all entered data,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124562,,8,Test access to multiple reports if available on single study,Multiple reports per study are supported if applicable,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,Verify Technician DICOM Viewer - Notes Creation and Management Functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:54:05.673Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,1,Preconditions: - Study access for notes functionality - Studies with existing notes for testing edit/delete,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,3,Open a study,Study opens in DICOM viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,4,Click Notes button on viewer toolbar,Notes button opens note creation dialog,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,5,Verify note creation dialog appears with text area,Note editor has text input area with adequate space,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,6,Enter note text and save,Physician can type free-text notes and save button commits note to study,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,7,Verify note is saved with proper attribution,Notes are timestamped and attributed to creating physician,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,8,Open study with existing notes and verify viewing,Existing notes are displayed with author name and timestamp in chronological order,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,9,Test note editing and deletion functionality,Physician can edit their own notes and delete option is available for note author with confirmation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Reports & Clinical Documentation,124526,124563,,10,Verify notes display chronologically with timestamps,Deleted notes are permanently removed,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,,SUITE: DICOM Viewer - Study Review Management,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,Verify Technician DICOM Viewer - Complete Study Review,,,,Not Executed,,,,Cody Huls,2025-12-22T18:55:22.253Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,1,Preconditions: Pending studies to review,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,3,Open a pending study,Pending study opens in DICOM viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,4,Click Review button on viewer toolbar,Review button is accessible from viewer toolbar,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,5,Verify confirmation dialog appears with warning message,Clicking Review prompts confirmation dialog with message Are you sure you want to mark this study as reviewed? You cannot undo this action,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,6,Click Okay to confirm review,Okay button confirms and marks study as reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,7,Verify study is marked as reviewed,After review confirmation study status changes to reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,8,Exit viewer and return to dashboard,Study moves from Pending to Reviewed tab,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,9,Verify study now appears in Reviewed tab not Pending tab,Reviewed timestamp and reviewer name are recorded,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124568,,10,Verify review metadata is recorded,Study remains accessible but shows reviewed status,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,Verify Technician DICOM Viewer - Prevent Duplicate Review,,,,Not Executed,,,,Cody Huls,2025-12-22T18:55:22.253Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,1,Preconditions: There exist previously reviewed studies,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,3,Open a previously reviewed study from Reviewed tab,Previously reviewed study opens in viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,4,Attempt to click Review button,Already-reviewed studies show reviewed status in viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,5,Verify Review button behavior on reviewed study,Review button may be disabled or show different state,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,6,Attempt to trigger review action if possible,Attempting to review again shows appropriate message,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,7,Verify system prevents duplicate review,System prevents multiple review records from same action,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124569,,8,Verify original review metadata is preserved,Original review metadata is preserved,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,Verify Technician DICOM Viewer - Add Notes / Clinical Documentation,,,,Not Executed,,,,Cody Huls,2025-12-22T18:55:22.253Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,1,Preconditions: Pending studies to review,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,3,Open a pending study,Pending study opens in DICOM viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,4,Click on the Notes button,Notes slide out opens,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,5,Write a note in the form filed and click 'Cancel' button,Notes slide out closes,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,6,Click on the Notes button,Notes slide out opens. Previous information has been discarded.,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Review Management,124529,124570,,7,Write a note in the form field and click 'Save' button,"Verify Note appears in the slide out with <Description>- Clinician Full Name, Date, Time",,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,,SUITE: DICOM Viewer - Study Share,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,Verify Technician DICOM Viewer - 'Share' button Content,,,,Not Executed,,,,Cody Huls,2025-12-22T18:54:30.41Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,1,Preconditions: - Study accessible via DICOM viewer,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,3,Open a study,Study opens in DICOM viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,4,Click Share button on viewer toolbar,Share button opens sharing options dialog,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,5,Verify Referral option is visible,"Slide-out opens Header: Share Study Buttons: Referral , Close",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124564,,6,Click Close to exit dialog,Close button exits slide-out without sharingUser remains in the DICOM Viewer,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,Verify Technician DICOM Viewer - 'Share' button Referral functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:54:30.41Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,1,Preconditions: - Study accessible via DICOM viewer,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,2,Log in as technician,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,3,Open a study,Study opens in DICOM viewer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,4,Click on 'Share' and select Referral option,Referral option prompts user to enter a username or an email address to share the study with,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,5,"Enter a valid username for a Clinician user, and click 'Share'","Success modal appears, indicating that the study has been shared",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,6,Click 'Exit' button to return to the Dashboard,Pending tab is selected by default,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > DICOM Viewer - Study Share,124527,124565,,7,Click on the 'Shares' tab,Verify that the study you just shared appears in the list,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,,SUITE: Account Management - Technology Profile,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,Verify Technology User can update Account Information,,,,Not Executed,,,,Cody Huls,2025-12-22T17:52:34.57Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,1,Log in as technology,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,2,Click on the 'Account' tab,User is taken to the Account page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,3,Review current user information display,All current information is displayed properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,4,Attempt to edit non-editable fields:- User Full Name- Profile- Username- License ID,Fields are non-editable:- User Full Name- Profile- Username- License ID,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,5,Test modifying editable fields -Email Address- SMS number- Address 1 - Address 2 - City - State- Country - Zip Code- Phone,Fields are editable: -Email Address- SMS number- Address 1 - Address 2 - City - State- Country - Zip Code- Phone,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,6,Verify form validation for the following fields:- Address 1 - Address 2 - City - State- Country - Zip Code- Phone,Form validation prevents invalid entries:- Address 1 - Address 2 - City - State- Country - Zip Code- Phone,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,7,Enter valid values into an editable field and click 'Save' button,Save is successful & user is returned to Pending dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124359,,8,Click on 'Account' tab,Verify that Account tab displays the new value,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,Verify Technology User can Change Password,,,,Not Executed,,,,Cody Huls,2025-12-22T17:52:34.57Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,1,Log in as technology,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,2,Click on the 'Account' tab,User is taken to the Account page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,3,Click 'Password' button,User is redirected to Password Reset page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,4,Click the 'Send me a passcode' button,"Message appears:""Successfully sent email""",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,5,Verify that email is received in inbox,"Email is received, and contains passcode",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,6,Enter the passcode along with your new password to change password,Password change is successfully applied,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124360,,7,Test logging in with the new password,New password is valid and logs you into eCloud.,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,Verify Technology User 'Send email notifications to this user' checkbox,,,,Not Executed,,,,Cody Huls,2025-12-22T17:52:34.57Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,1,Pre-conditions: Technology has 'Send email notifications to this user' toggled ON,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,2,Log in as technology,User is successfully logged into eCloud,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,3,Click on the 'Account' Tab,User is taken to the Account page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,4,Click the checkbox: 'Send email notifications to this user',Checkbox changes state to OFF,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,5,Click the 'Save' button to save changes,"System accepts the change, and user is returned to the Dashboard (Pending tab by default)",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,6,Click on the 'Account' tab,User is taken to the Account page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,7,Verify that the 'Send email notifications to this user' checkbox is toggled OFF,Checkbox is toggled OFF,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,8,Click the checkbox: 'Send email notifications to this user',Checkbox changes state to ON,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Account Management - Technology Profile,124348,124361,,9,Click the 'Save' button,"System accepts the change, and user is returned to the Dashboard (Pending tab by default)",,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,,SUITE: Administration - Patient Management,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,Verify Technology Administration - Patient List Management and Navigation,,,,Not Executed,,,,Cody Huls,2025-12-22T18:29:37.823Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,1,Log in as technology,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,2,Click Administration tab from main dashboard,Administration tab is accessible and redirects to admin dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,3,Verify redirect to admin dashboard,Admin dashboard loads properly at /admin/index.html,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,4,Verify admin navigation tabs visibility (Patients Worklist View Studies Account),Admin navigation tabs are visible and functional,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,5,Confirm Patients tab is active by default,Patients tab is default landing page in admin section,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,6,Review patient list display,Patient list displays all patients with complete information,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,7,Verify patient card information (Name Patient ID DOB Study count Sex),Each patient card shows Name Patient ID Date of Birth Study count Sex (M/F/O),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,8,Test pagination and patient count display,Pagination controls work for large patient lists with accurate count,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,9,Test Select All checkbox functionality,Select All checkbox enables multi-patient selection properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124447,,10,Verify search button availability,Search functionality is readily available for patient lookup,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,Verify Technology Administration - Patient CRUD Operations and Data Management,,,,Not Executed,,,,Cody Huls,2025-12-22T18:29:37.823Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,1,Log in as technology,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,2,Click Administration tab from main dashboard,Administration tab is accessible and redirects to admin dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,3,Navigate to Patients tab,Patients tab is accessible in admin dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,4,Click New button to create patient,New button opens comprehensive patient creation form,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,5,Fill in patient creation form with required and optional fields,Form includes required fields (Last Name First Name DOB Sex Patient ID) and optional fields,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,6,Test form validation and unique Patient ID requirement,Form validation prevents duplicate Patient IDs and validates required fields,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,7,Save new patient and verify in list,Save creates new patient record and patient appears in list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,8,Select existing patient and click Edit,Edit button opens pre-filled form for existing patient,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,9,Modify patient information and save changes,Patient information updates save properly with audit logging,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,10,Select test patient and click Delete,Delete button is available for patient selection,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,11,Confirm deletion with appropriate warnings,Delete prompts confirmation with warnings about associated data,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,12,Test patient search with various criteria,Search works with Patient ID Name DOB with case-insensitive matching,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124448,,13,Verify search results and clear functionality,Search results display properly and clear search returns full list,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,Verify Technology Administration - Assign Patient to Clinician,,,,Not Executed,,,,Cody Huls,2025-12-22T18:29:37.823Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,,1,Log in as technology,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,,2,Navigate to Patients tab,Patients tab is accessible for advanced operations,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,,3,Click on a Patient in the list,"Edit, Delete, Study+, Study Search buttons become visible",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,,4,Click 'Edit' button,User is redirected to 'Patient Information' Page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Patient Management,124368,124449,,5,Assign a physician to the patient and click 'Save',Physician is successfully assigned the patient,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,,SUITE: Administration - View Studies,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,Verify Technology Administration - View Studies Interface and Pending Studies Display,,,,Not Executed,,,,Cody Huls,2025-12-22T18:30:25.42Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,1,Log in as technology,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,2,Navigate to Administration dashboard,Administration dashboard is accessible and loads properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,3,Click on View Studies tab,View Studies tab is accessible from admin navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,4,Verify list of pending studies displays,View Studies tab shows complete list of studies pending review,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,5,Review study card information and attributes,Study cards show identical attributes (Patient name Passcode Description Date/Time Modality),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,6,Navigate to main Clinical Dashboard > Pending tab,Clinical Dashboard Pending tab is accessible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,7,Compare study lists between admin and clinical interfaces,Study list matches exactly between admin View Studies and clinical Pending tab,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,8,Verify study information consistency,All study information displays consistently across admin and clinical interfaces,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,9,Return to Administration > View Studies,Navigation back to admin View Studies works properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - View Studies,124370,124452,,10,Confirm interface provides alternate access path,Interface provides alternate administrative access path to pending studies,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technology > Administration - Worklist Management,124369,,SUITE: Administration - Worklist Management,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technology > Administration - Worklist Management,124369,124450,Verify Technology Administration - Worklist Display and Date Filtering,,,,Not Executed,,,,Cody Huls,2025-12-22T18:30:04.167Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Worklist Management,124369,124450,,1,Log in as technology,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technology > Administration - Worklist Management,124369,124450,,2,Navigate to Administration > Worklist tab,Worklist tab is accessible and displays scheduled procedures/studies,,,,,,,,,,
